Opportunity Category,Gender,Country,Institution Name,Current/Intended Major,Status Description,SignUp_Year,SignUp_Month,SignUp_Day,Age,Opportunity_Duration,Churn
Internship,2,India,Saint Louis University,Computer Science and Information Systems,Rejected,2023,6,16,25,493,1
Internship,2,United States,Saint Louis University,Health Data Science,Rejected,2024,2,13,26,493,1
Internship,2,India,Chandigarh University,Computer Science and Engineering,Rejected,2023,12,29,24,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,9,4,23,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2024,1,5,23,493,1
Internship,2,United States,Saint Louis University,Computer Science,Rejected,2024,2,19,24,493,1
Internship,2,United States,Saint Louis University,Data Analysis,Rejected,2024,1,29,29,493,1
Internship,2,India,St.Martins Engineering College,Computer Science,Rejected,2023,5,22,24,493,1
Internship,1,United States,Saint Louis University,Health Data Science,Rejected,2024,1,14,28,493,1
Internship,2,United States,Saint Louis University,Computer Science,Rejected,2023,8,22,24,493,1
Internship,1,United States,Webster University,Cyber Security,Rejected,2024,1,17,31,493,1
Internship,1,India,Sree Vidyanikethan Engineering College,Computer Science,Rejected,2024,2,9,30,493,1
Internship,2,United States,Velgapudi Ramakrishna Siddhartha Engineering  College,Business Analytics,Rejected,2023,7,9,30,493,1
Internship,1,India,Amc Dental College,Public Health,Rejected,2023,6,25,31,493,1
Internship,2,India,Maharaja Agrasen Institute Of Technology,Computer Science and Engineering,Rejected,2024,1,8,21,493,1
Internship,1,Nigeria,National Open University Of Nigeria,Business Administration,Rejected,2023,6,5,31,493,1
Internship,2,India,Guru Gobind Singh Indraprastha University,Mechanical Engineering,Rejected,2023,12,11,31,493,1
Internship,1,India,Anurag Group Of Institutions,Other,Rejected,2023,5,24,34,493,1
Internship,2,India,Mangalore University,Commerce,Rejected,2024,2,8,24,493,1
Internship,2,United States,Slu,Information Systems,Rejected,2024,2,21,25,493,1
Internship,2,India,Saint Louis University,Information technology and management,Rejected,2023,6,3,33,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2023,8,26,24,493,1
Internship,1,United States,Saint Louis University,Computer Science,Rejected,2024,1,31,24,493,1
Internship,2,India,I.K Gujral Punjab Technical University,Computer Engineering,Rejected,2023,9,13,24,493,1
Internship,2,India,Gitam University,Electronics and Communication,Rejected,2023,6,25,26,493,1
Internship,1,Rwanda,I Am Currently In My Gap Year,Economics,Rejected,2024,2,19,22,493,1
Internship,1,United States,Saint Louis University,Business Analytics,Rejected,2024,1,14,25,493,1
Internship,2,Ghana,Kwame Nkrumah University Of Science And Technology,Land Economy,Rejected,2023,12,3,26,493,1
Internship,2,United States,Saint Louis University,Computer Science,Rejected,2023,8,7,23,493,1
Internship,2,United States,Saint Louis University,Health Data Science,Rejected,2023,6,2,29,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2024,1,12,26,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,1,29,24,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,3,4,25,493,1
Internship,2,India,Saint Louis University,Computer Science,Rejected,2023,7,13,27,493,1
Internship,2,India,St Louis University,Computer Science,Rejected,2023,7,25,25,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,1,25,23,493,1
Internship,1,United States,Saint Louis,Information Systems,Rejected,2023,11,30,27,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2024,2,3,33,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2024,1,6,26,493,1
Internship,2,United States,Saint Louis University,Computer and Information Sciencess,Rejected,2023,8,23,25,493,1
Internship,1,India,St Louis University,Computer Science and Information Systems,Rejected,2023,5,19,27,493,1
Internship,2,United States,Saint Louis University,Masters in Information Systems,Rejected,2023,12,29,23,493,1
Internship,1,Turkey,Istanbul Bi̇lgi̇ University,ECONOMICS and FINANCE,Rejected,2024,2,10,21,493,1
Internship,1,India,Rani Durgawati University Jabalpur Mp,Data Science,Rejected,2023,9,25,32,493,1
Internship,2,India,Vellore Institute Of Technology,Computer Science,Rejected,2023,5,24,24,493,1
Internship,1,Ghana,St Andrew’S Senior High School,General Science,Rejected,2024,2,9,27,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2024,1,12,31,493,1
Internship,1,United States,Saint Louis University,Computer Information Systems,Rejected,2024,2,22,27,493,1
Internship,2,India,Birla Institute Of Technology,Physics,Rejected,2023,6,18,26,493,1
Internship,2,India,Saint Louis University,Information Systems,Rejected,2024,1,31,26,493,1
Internship,1,United States,Saint Louis University,Computer Science,Rejected,2023,8,10,28,493,1
Internship,2,India,Rmd Engineering College,Computer Information Systems,Rejected,2023,7,23,25,493,1
Internship,2,India,Vishnu Institute Of Technology,Information Systems,Rejected,2023,4,30,24,493,1
Internship,2,United States,Saint Louis University,Business Administration,Rejected,2023,9,29,25,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,2,10,25,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,7,25,26,493,1
Internship,2,Nigeria,University Of Port Harcourt  Nigeria,Animal Production,Rejected,2024,1,2,31,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,1,24,24,493,1
Internship,1,United States,Saint Louis University,Analytics,Rejected,2024,1,24,30,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,2,9,25,493,1
Internship,2,United States,Saint Louis University,Data Analytics,Rejected,2024,1,5,27,493,1
Internship,2,Ghana,Saint Louis University,Law and Legal Studies,Rejected,2024,2,21,25,493,1
Internship,2,United States,Saint Louis University,Computer Information Systems,Rejected,2024,2,17,26,493,1
Internship,2,India,Malla Reddy Engineering College,Working As Software Devloper,Rejected,2023,5,20,25,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2023,12,23,28,493,1
Competition,2,India,St. Louis University,Computer Information Systems,Team Allocated,2023,8,12,25,38,1
Competition,2,India,G.M Institute Of Technology,Computer Science,Team Allocated,2023,7,9,24,38,1
Competition,1,Nepal,Nepal Law Campus,Law and Legal Studies,Team Allocated,2024,2,28,28,38,1
Competition,2,United States,Saint Louis University,Data Analytics,Team Allocated,2024,1,30,23,38,1
Competition,2,United States,Saint Louis University,Cyber Security,Team Allocated,2023,8,25,25,38,1
Competition,1,India,Mvsr Engineering College,Eee,Team Allocated,2023,1,5,25,38,1
Competition,2,United States,Saint Louis University,Computer Science,Team Allocated,2023,4,17,24,38,1
Competition,2,United States,Saint Louis University,Computer Science,Team Allocated,2023,10,13,24,38,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,9,25,24,38,1
Competition,2,United States,Gm Institute Of Technology,Computer Science,Team Allocated,2023,7,9,24,38,1
Competition,2,Nigeria,Saint Louis University,Cyber Security,Team Allocated,2024,2,8,48,38,1
Competition,2,India,Bhavans Vivekananda College,Mass Communication,Team Allocated,2024,2,29,30,38,1
Competition,2,United States,Saint Louis University,Business Analytics,Team Allocated,2023,12,7,24,38,1
Competition,2,India,Dhanekula Institute Of Engineering And Technology,Computer Science and Engineering,Team Allocated,2024,2,13,25,38,1
Competition,2,United States,Saint Louis University,Computer Science,Team Allocated,2023,12,28,25,38,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,8,30,28,38,1
Competition,1,Nigeria,Saint Louis University,Civil Engineering,Team Allocated,2024,2,28,31,38,1
Competition,2,United States,Saint Louis University,Computer Information Systems,Team Allocated,2024,1,16,28,38,1
Competition,2,India,Mit-Wpu,Pharmacy and Pharmacology,Applied,2023,9,24,25,542,1
Competition,2,Pakistan,Wah Engineering College,Mechatronics Engineering,Team Allocated,2023,3,27,23,38,1
Competition,2,India,Savitribai Phule Pune University,Construction Engineering and Management,Team Allocated,2023,5,1,26,38,1
Competition,2,United States,Saint Louis University,Computer Science and Information Systems,Team Allocated,2024,2,15,24,38,1
Competition,2,India,Saint Louis University,Analytics,Team Allocated,2024,2,13,23,38,1
Competition,1,Ghana,University Of Ghana,Psychology,Team Allocated,2024,2,17,28,38,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,6,25,23,38,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,9,22,27,38,1
Competition,2,United States,Saint Louis University,Data Analytics,Team Allocated,2023,10,20,25,38,1
Competition,2,United States,Saint Louis University,Computer Science,Team Allocated,2024,3,1,25,38,1
Competition,2,India,Vellore Institute Of Technology - Andhra Pradesh,Computer Science and Engineering,Team Allocated,2023,7,30,22,38,1
Competition,2,India,Mumbai University,Marketing,Team Allocated,2024,2,19,23,38,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,4,22,24,38,1
Competition,2,Ghana,University Of Education   Winneba,Music,Team Allocated,2024,2,22,29,38,1
Competition,1,United States,Saint Louis University,Computer Information Systems,Team Allocated,2023,9,8,24,38,1
Competition,2,India,Saint Louis University,Computer Science,Team Allocated,2023,4,13,24,38,1
Competition,2,Ghana,Accra Technical University,Electrical Engineering,Team Allocated,2024,2,28,21,38,1
Competition,2,United States,Saint Louis,MS Biostatistics and Health Analytics,Team Allocated,2023,8,24,29,38,1
Competition,1,India,Kadi Sarva Vishwavidyalaya,Computer Engineering,Team Allocated,2024,2,23,23,38,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,8,19,24,38,1
Competition,2,India,Saint Louis University,Information Systems,Team Allocated,2024,2,29,29,38,1
Competition,1,India,Saint Louis University,Cyber Security,Team Allocated,2024,1,5,23,38,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2024,1,10,25,38,1
Competition,2,India,Saint Louis University,Information Systems,Team Allocated,2024,2,21,25,38,1
Competition,2,Ghana,Knutsford University College,Marketing,Team Allocated,2024,2,13,29,38,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,8,7,25,38,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,10,23,25,38,1
Competition,2,United States,Saint Louis University,Computer Science,Team Allocated,2023,9,7,26,38,1
Competition,2,United States,Saint Louis University,Information Science,Team Allocated,2024,2,23,25,38,1
Competition,1,Rwanda,Mount Kenya University,Management,Team Allocated,2024,2,22,25,38,1
Competition,1,United States,Saint Louis University,Health Data Science,Team Allocated,2023,12,19,27,38,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,4,26,24,38,1
Competition,2,United States,Saint Louis University,Epidemiology,Team Allocated,2023,12,17,27,38,1
Competition,1,United States,Jntuh,Information Systems,Team Allocated,2023,4,10,33,38,1
Competition,2,United States,Saint Louis University,Business Analytics,Team Allocated,2024,2,28,24,38,1
Competition,2,Nigeria,Airforce Secondary School Makurdi,Psychology,Applied,2023,6,25,21,542,1
Competition,2,Bhutan,Shivaji,Pv,Team Allocated,2024,2,17,19,38,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,9,26,26,38,1
Competition,1,India,Saint Lious University,Computer Science,Team Allocated,2023,5,27,24,38,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,12,30,24,38,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,10,3,25,38,1
Competition,2,India,Jawaharlal Nehru Technological Universities Vizianagaram,Cyber Security,Team Allocated,2023,7,9,25,38,1
Competition,2,United States,St Louis University,Information Systems,Team Allocated,2023,6,8,24,38,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2024,1,18,27,38,1
Competition,2,United States,St Louis University,Geoinformatics and Geospatial Analytics,Team Allocated,2024,2,21,31,38,1
Competition,1,India,Saint Louis University,Computer Information Systems,Team Allocated,2023,12,20,25,38,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,9,13,23,38,1
Competition,1,United States,Saint Louis University,Public Health,Team Allocated,2023,5,14,27,38,1
Competition,2,India,Saint Louis University,Information Systems,Team Allocated,2023,8,21,24,38,1
Competition,2,United States,Saint Louis University,Health Data Science,Team Allocated,2023,9,19,27,38,1
Competition,2,India,Gujarat Technological University,Data Analysis,Team Allocated,2023,7,25,26,38,1
Competition,1,India,St. Teresa'S College,Psychology,Team Allocated,2024,2,23,25,38,1
Competition,1,India,Vignan Nirula Institute Of Technology,Computer Science,Team Allocated,2023,4,25,24,38,1
Competition,2,India,Vtu,Electronics and Communication,Team Allocated,2024,2,6,26,38,1
Competition,2,Ethiopia,Kaleab Secondary And Preparatory School,Computer Science,Team Allocated,2024,1,30,22,38,1
Competition,1,United States,Saint Louis University,Bioinformatics,Team Allocated,2023,12,19,24,38,1
Competition,2,India,Saint Louis University,Information Systems,Team Allocated,2023,4,25,24,38,1
Competition,2,United States,Saint Louis,Information Systems,Team Allocated,2023,12,25,26,38,1
Competition,1,Kenya,Graduated From High School,Computer Science,Team Allocated,2024,2,19,20,38,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,6,16,28,38,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,7,2,24,38,1
Competition,2,Ukraine,Lyceum Of Social And Natural Profile No. 303,Mechanical and Aerospace Engineering,Team Allocated,2023,5,10,19,38,1
Competition,2,United States,Saint Louis University,Cyber Security,Withdraw,2024,2,10,28,38,1
Competition,2,India,Saint Louis University,Information Systems,Team Allocated,2023,8,16,25,38,1
Competition,1,India,Saint Louis University,Computer Science,Team Allocated,2023,8,10,25,38,1
Competition,2,Bangladesh,Saint Louis University,Information Systems,Team Allocated,2024,3,9,26,38,1
Competition,1,United States,Saint Louis University,Computer Science,Team Allocated,2023,10,6,24,38,1
Competition,1,United States,Saint Louis University,Computer Science,Team Allocated,2024,1,19,23,38,1
Competition,1,United States,Vignana Bharathi Institute Of Technology,Cyber Security,Team Allocated,2023,7,9,24,38,1
Competition,2,United States,Saint Louis University,Computer Science,Team Allocated,2024,2,23,24,38,1
Competition,1,India,Ramadevi Women'S University Bhubaneswar,Computer Science,Team Allocated,2024,1,25,20,38,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,10,6,25,38,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2024,1,3,27,38,1
Competition,2,United States,Saint Louise University,Information Systems,Team Allocated,2024,1,9,25,38,1
Competition,1,India,Saint Louis University,Computer Science,Team Allocated,2023,4,17,26,38,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,8,14,23,38,1
Competition,2,India,Saint Louis University,Information Systems,Team Allocated,2023,6,17,24,38,1
Competition,2,Ghana,Kwame Nkrumah University Of Science And Technology  Knust,Business Administration,Team Allocated,2024,2,21,35,38,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2024,1,31,24,38,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2024,2,2,23,38,1
Competition,1,United States,Centurion University,Masters,Team Allocated,2023,10,11,24,38,1
Competition,2,United States,Saint Louis University,Computer Science,Team Allocated,2023,9,19,26,38,1
Competition,1,United States,Saint Louis University,Cyber Security,Team Allocated,2023,8,26,23,38,1
Competition,2,India,Amity International School  Noida,Data Analysis,Team Allocated,2024,1,26,18,38,1
Competition,2,India,Badruka College Of Commerce And Arts,Business Administration,Team Allocated,2023,4,24,23,38,1
Competition,2,United States,Saint Louis University,Health Data Science,Team Allocated,2024,2,13,26,38,1
Competition,2,Ghana,Teshie Presbyterian Senior High School,Business and Management Studies,Team Allocated,2024,2,28,21,38,1
Competition,2,Philippines,University Of Santo Tomas Senior High School,Biochemistry,Team Allocated,2023,6,9,20,38,1
Competition,1,India,Saint Louis University,Information Systems,Team Allocated,2023,5,3,24,38,1
Competition,1,Zambia,Saint Louis University,Nursing,Team Allocated,2024,2,23,25,38,1
Competition,2,India,Pace Institute Of Technology And Sciences,Artificial Intelligence and Machine learning,Team Allocated,2024,1,7,22,38,1
Competition,2,India,Gitam University,Electronics and Communication,Team Allocated,2023,6,25,26,38,1
Competition,2,India,K L Deemed To Be University,Already Graduation Completed,Team Allocated,2024,2,8,26,38,1
Competition,2,Ghana,Kwame Nkrumah University Of Science And Technology,Land Economy,Team Allocated,2023,12,3,26,38,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,12,20,23,38,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2024,1,12,26,38,1
Competition,2,India,Seshadri Rao Gudlavalleru Engineering College,Computer Science and Engineering,Team Allocated,2023,8,24,23,38,1
Competition,1,United States,Saint Louis,Information Systems,Team Allocated,2023,11,30,27,38,1
Competition,1,India,St Louis University,Computer Science and Information Systems,Team Allocated,2023,5,19,27,38,1
Competition,2,United States,Saint Louis University,Masters in Information Systems,Team Allocated,2023,12,29,23,38,1
Competition,2,India,Saint Louis University,Information Systems,Team Allocated,2023,6,16,23,38,1
Competition,2,Nigeria,Government Secondary Schools Tudun Wada,Robotics and Automation Engineering,Team Allocated,2024,2,19,16,38,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2024,1,12,31,38,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2024,2,20,25,38,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,9,16,25,38,1
Competition,2,India,Saint Louis University,Computer Science,Team Allocated,2023,6,17,26,38,1
Competition,2,India,Kl University,MBA,Team Allocated,2023,6,15,23,38,1
Competition,2,United States,Saint Louis University,Computer Science,Team Allocated,2023,7,9,25,38,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,10,3,25,38,1
Competition,2,India,Saint Louis University,Computer Science and Information Systems,Team Allocated,2023,1,5,25,38,1
Competition,2,Nigeria,University Of Debrecen,Mechatronics Engineering,Team Allocated,2023,6,29,20,38,1
Competition,2,India,Saint Louis University,Artificial Intelligence,Team Allocated,2023,6,1,25,38,1
Competition,1,India,The Study Hall College,Communication,Team Allocated,2024,2,14,24,63,1
Competition,1,India,Sardar Patel Institute Of Technology,Computer Engineering,Team Allocated,2024,2,3,21,63,1
Competition,2,India,Gitam University,Computer Science and Information Systems,Team Allocated,2023,2,23,25,63,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2024,1,31,24,63,1
Competition,2,United States,Saint Louis University,Data Analytics,Team Allocated,2024,1,30,23,63,1
Competition,1,India,Mvsr Engineering College,Eee,Team Allocated,2023,1,5,25,63,1
Competition,1,India,Christ University,Computer Science and Engineering,Team Allocated,2023,12,1,23,63,1
Competition,2,Ghana,University Of Energy And Natural Resources,Electrical and Computer Engineering,Team Allocated,2024,2,17,24,63,1
Competition,2,United States,Saint Louis University,Computer Science,Team Allocated,2023,4,17,24,63,1
Competition,2,United States,Saint Louis University,Artificial Intelligence and Robotics,Team Allocated,2024,1,17,26,63,1
Competition,2,United States,Saint Louis University,Computer Science,Team Allocated,2023,10,13,24,63,1
Competition,2,Nigeria,Kebbi State University Of Science And Technology Aliero,Biology,Team Allocated,2023,7,7,27,63,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,9,25,24,63,1
Competition,2,Nigeria,Adekunle Ajasin University,Computer Science,Team Allocated,2023,8,5,28,63,1
Competition,2,Nigeria,Saint Louis University,Cyber Security,Team Allocated,2024,2,8,48,63,1
Competition,2,India,Bhavans Vivekananda College,Mass Communication,Team Allocated,2024,2,29,30,63,1
Competition,2,United States,Saint Louis University,Business Analytics,Team Allocated,2023,12,7,24,63,1
Competition,2,India,Saint Louis University,Artificial Intelligence,Team Allocated,2024,1,22,24,63,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2024,1,29,24,63,1
Competition,2,India,Dhanekula Institute Of Engineering And Technology,Computer Science and Engineering,Team Allocated,2024,2,13,25,63,1
Competition,2,United States,Saint Louis University,Computer Science,Team Allocated,2023,12,28,25,63,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,8,30,28,63,1
Competition,2,United States,Saint Louis University,Information Science,Team Allocated,2024,1,8,26,63,1
Competition,2,United States,Saint Louis University,Computer Information Systems,Team Allocated,2024,1,16,28,63,1
Competition,2,India,Mit-Wpu,Pharmacy and Pharmacology,Applied,2023,9,24,25,532,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2024,1,17,22,63,1
Competition,2,United States,Saint Louis University,Computer Science and Information Systems,Team Allocated,2024,2,15,24,63,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,6,25,23,63,1
Competition,1,India,Jntuk,Computer Science,Applied,2023,1,24,31,532,1
Competition,2,United States,Saint Louis University,Data Analytics,Team Allocated,2023,10,20,25,63,1
Competition,2,United States,Saint Louis University,Computer Science,Team Allocated,2024,3,1,25,63,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,4,22,24,63,1
Competition,1,United States,Saint Louis University,Computer Information Systems,Team Allocated,2023,9,8,24,63,1
Competition,2,India,Saint Louis University,Computer Science,Team Allocated,2023,4,13,24,63,1
Competition,2,United States,Saint Louis,MS Biostatistics and Health Analytics,Team Allocated,2023,8,24,29,63,1
Competition,1,India,Kadi Sarva Vishwavidyalaya,Computer Engineering,Team Allocated,2024,2,23,23,63,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,8,19,24,63,1
Competition,1,India,Saint Louis University,Cyber Security,Team Allocated,2024,1,5,23,63,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2024,1,10,25,63,1
Competition,2,India,Saint Louis University,Information Systems,Team Allocated,2024,2,21,25,63,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,8,20,25,63,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,10,23,25,63,1
Competition,2,United States,Saint Louis University,Information Science,Team Allocated,2024,2,23,25,63,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,8,19,26,63,1
Competition,1,India,Saint Louis University,Information Systems,Team Allocated,2024,2,9,26,63,1
Competition,1,South Africa,Umuzi,Software Engineering,Team Allocated,2023,5,28,26,63,1
Competition,1,United States,Saint Louis University,Nursing,Team Allocated,2023,6,12,20,63,1
Competition,1,United States,Jntuh,Information Systems,Team Allocated,2023,4,10,33,63,1
Competition,1,India,Sri Sairam Engineering College,Computer Engineering,Team Allocated,2024,2,11,20,63,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,9,26,26,63,1
Competition,1,India,Saint Lious University,Computer Science,Team Allocated,2023,5,27,24,63,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,10,3,25,63,1
Competition,2,India,Jawaharlal Nehru Technological Universities Vizianagaram,Cyber Security,Team Allocated,2023,7,9,25,63,1
Competition,2,United States,St Louis University,Information Systems,Team Allocated,2023,6,8,24,63,1
Competition,2,United States,St Louis University,Geoinformatics and Geospatial Analytics,Team Allocated,2024,2,21,31,63,1
Competition,1,India,Saint Louis University,Computer Information Systems,Team Allocated,2023,12,20,25,63,1
Competition,2,India,St Joseph’S College Of Engineering,Mechanical Engineering,Team Allocated,2024,2,12,23,63,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,9,13,23,63,1
Competition,2,India,Saint Louis University,Information Systems,Team Allocated,2023,8,21,24,63,1
Competition,2,United States,Saint Louis University,Health Data Science,Team Allocated,2023,9,19,27,63,1
Competition,2,India,Gujarat Technological University,Data Analysis,Team Allocated,2023,7,25,26,63,1
Competition,2,United States,Saint Louis University,Health Data Science,Team Allocated,2024,2,9,26,63,1
Competition,1,India,Vignan Nirula Institute Of Technology,Computer Science,Team Allocated,2023,4,25,24,63,1
Competition,2,Ethiopia,Kaleab Secondary And Preparatory School,Computer Science,Team Allocated,2024,1,30,22,63,1
Competition,2,India,Visveswaraya Technical University,Electronics and Communication,Team Allocated,2024,2,29,22,63,1
Competition,2,India,Saint Louis University,Information Systems,Team Allocated,2023,4,25,24,63,1
Competition,2,United States,Saint Louis,Information Systems,Team Allocated,2023,12,25,26,63,1
Competition,1,United States,Kakatiya Institute Of Technology,Information Systems,Team Allocated,2023,8,29,25,63,1
Competition,1,United States,Saint Louis University,Computer Science,Team Allocated,2024,2,23,23,63,1
Competition,1,India,Vvit,Computer Science,Team Allocated,2024,2,14,22,63,1
Competition,2,United States,Saint Louis University,Cyber Security,Team Allocated,2024,2,10,28,63,1
Competition,2,India,Saint Louis University,Information Systems,Team Allocated,2023,8,16,25,63,1
Competition,1,India,Saint Louis University,Computer Science,Team Allocated,2023,8,10,25,63,1
Competition,2,Bangladesh,Saint Louis University,Information Systems,Team Allocated,2024,3,9,26,63,1
Competition,1,United States,Saint Louis University,Computer Science,Team Allocated,2023,10,6,24,63,1
Competition,1,United States,Saint Louis University,Computer Science,Team Allocated,2024,1,19,23,63,1
Competition,2,United States,Denmark High School,Business Administration,Team Allocated,2023,5,8,18,63,1
Competition,2,United States,Saint Louis University,Computer Science,Team Allocated,2024,2,23,24,63,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,10,6,25,63,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2024,1,3,27,63,1
Competition,1,India,Saint Louis University,Computer Science,Team Allocated,2023,4,17,26,63,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,8,14,23,63,1
Competition,2,India,Saint Louis University,Information Systems,Team Allocated,2023,6,17,24,63,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2024,1,31,24,63,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2024,2,2,23,63,1
Competition,2,United States,Saint Louis University,Computer Science,Team Allocated,2023,9,19,26,63,1
Competition,1,United States,Saint Louis University,Cyber Security,Team Allocated,2023,8,26,23,63,1
Competition,2,United States,Saint Louis University,Health Data Science,Team Allocated,2024,2,13,26,63,1
Competition,1,India,Saint Louis University,Information Systems,Team Allocated,2023,5,3,24,63,1
Competition,1,Zambia,Saint Louis University,Nursing,Team Allocated,2024,2,23,25,63,1
Competition,1,United States,Saint Louis University,Computer Science,Team Allocated,2024,1,31,24,63,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,12,20,23,63,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2024,1,12,26,63,1
Competition,1,India,St Louis University,Computer Science and Information Systems,Team Allocated,2023,5,19,27,63,1
Competition,2,United States,Saint Louis University,Masters in Information Systems,Team Allocated,2023,12,29,23,63,1
Competition,2,India,Saint Louis University,Information Systems,Team Allocated,2023,6,16,23,63,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2024,1,12,31,63,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2024,2,20,25,63,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,9,16,25,63,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2024,2,13,27,63,1
Competition,2,United States,Saint Louis University,Computer Science,Team Allocated,2023,7,9,25,63,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,10,3,25,63,1
Competition,2,India,Saint Louis University,Computer Science and Information Systems,Team Allocated,2023,1,5,25,63,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2024,3,6,26,63,1
Competition,2,India,Saint Louis University,Artificial Intelligence,Team Allocated,2023,6,1,25,63,1
Competition,1,India,Jntu Kakinada,Computer Science and Information Systems,Team Allocated,2024,2,27,29,44,1
Competition,1,India,Sardar Patel Institute Of Technology,Computer Engineering,Team Allocated,2024,2,3,21,44,1
Competition,1,United States,Saint Louis Unniversity,Information Systems,Team Allocated,2023,9,14,25,44,1
Competition,2,India,Gitam University,Computer Science and Information Systems,Team Allocated,2023,2,23,25,44,1
Competition,1,India,Srm University,Data Analytics,Team Allocated,2023,12,12,22,44,1
Competition,2,India,Sies Graduate School Of Technology,Computer Science and Engineering,Team Allocated,2024,2,28,21,44,1
Competition,2,India,G.M Institute Of Technology,Computer Science,Team Allocated,2023,7,9,24,44,1
Competition,2,United States,Saint Louis University,Data Analytics,Team Allocated,2024,1,30,23,44,1
